Player,Pos,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Iñigo Martínez,DF,15,15,1338,14.9,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,11.0,60.0,4.0,0.07,0.0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08
Lautaro Martínez,FW,37,26,2522,28.0,21,6,27,20,1,2,3,0,18.1,16.5,5.4,21.8,48.0,81.0,168.0,0.75,0.21,0.96,0.71,0.93,0.64,0.19,0.84,0.59,0.78
Lisandro Martínez,DF,27,24,2114,23.5,1,0,1,1,0,0,6,0,0.5,0.5,0.3,0.8,12.0,83.0,2.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03
Lucas Martínez Quarta,DF,26,24,2081,23.1,1,1,2,1,0,0,6,0,2.4,2.4,0.4,2.8,19.0,114.0,6.0,0.04,0.04,0.09,0.04,0.09,0.1,0.02,0.12,0.1,0.12
Roger Martínez,DF,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34
Gelson Martins,"MF,FW",11,3,345,3.8,0,0,0,0,0,0,0,0,0.8,0.8,0.3,1.1,15.0,14.0,47.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.28,0.2,0.28
Adam Marušić,DF,33,31,2759,30.7,0,2,2,0,0,0,8,1,0.7,0.7,1.1,1.8,38.0,116.0,43.0,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.06,0.02,0.06
Omar Mascarell,"MF,DF",28,28,2447,27.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.5,27.0,116.0,6.0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.05,0.02,0.05
Adam Masina,DF,14,8,789,8.8,2,0,2,2,0,0,2,0,0.1,0.1,0.2,0.3,4.0,24.0,6.0,0.23,0.0,0.23,0.23,0.23,0.01,0.02,0.03,0.01,0.03
Jordi Masip,GK,27,27,2417,26.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erhan Mašović,"DF,MF",29,23,2178,24.2,4,0,4,4,0,0,3,0,2.6,2.6,1.0,3.6,4.0,60.0,5.0,0.17,0.0,0.17,0.17,0.17,0.11,0.04,0.15,0.11,0.15
Han-Noah Massengo,MF,13,12,1045,11.6,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.4,18.0,45.0,28.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12
Yanis Massolin,MF,6,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Jaime Mata,"FW,MF",17,4,348,3.9,1,1,2,1,0,0,5,0,1.7,1.7,1.3,3.0,2.0,10.0,29.0,0.26,0.26,0.52,0.26,0.52,0.43,0.33,0.77,0.43,0.77
Pape Matar Sarr,"MF,FW",11,2,218,2.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,1.0,13.0,0.0,0.0,0.41,0.41,0.0,0.41,0.03,0.14,0.17,0.03,0.17
Eliot Matazo,MF,23,13,1175,13.1,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,5.0,60.0,10.0,0.08,0.0,0.08,0.08,0.08,0.02,0.01,0.03,0.02,0.03
Jean-Philippe Mateta,FW,29,6,770,8.6,2,0,2,2,0,0,3,0,3.4,3.4,0.6,4.0,9.0,6.0,43.0,0.23,0.0,0.23,0.23,0.23,0.39,0.07,0.47,0.39,0.47
Nemanja Matić,MF,34,16,1823,20.3,2,2,4,2,0,0,5,0,1.0,1.0,2.4,3.4,47.0,132.0,16.0,0.1,0.1,0.2,0.1,0.2,0.05,0.12,0.17,0.05,0.17
Joël Matip,DF,14,12,1092,12.1,1,0,1,1,0,0,3,0,0.7,0.7,0.3,1.0,28.0,59.0,2.0,0.08,0.0,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08
Henning Matriciani,DF,22,22,1863,20.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,21.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Chrislain Matsima,"DF,MF",6,2,227,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Chrislain Matsima,DF,8,5,446,5.0,0,1,1,0,0,0,0,0,0.7,0.7,0.4,1.0,2.0,23.0,9.0,0.0,0.2,0.2,0.0,0.2,0.14,0.07,0.21,0.14,0.21
Jean Mattéo Bahoya,"FW,MF",10,2,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,9.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.29,0.17,0.29
Azor Matusiwa,MF,29,28,2396,26.6,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.6,15.0,204.0,18.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
Neal Maupay,FW,27,11,1118,12.4,1,0,1,1,0,0,4,0,4.8,4.8,0.6,5.4,8.0,11.0,61.0,0.08,0.0,0.08,0.08,0.08,0.39,0.05,0.43,0.39,0.43
Aïman Maurer,MF,10,6,501,5.6,0,1,1,0,0,0,0,0,1.2,1.2,1.5,2.7,21.0,9.0,40.0,0.0,0.18,0.18,0.0,0.18,0.22,0.26,0.48,0.22,0.48
Stephy Mavididi,FW,25,14,1261,14.0,4,2,6,4,0,0,1,1,4.2,4.2,1.3,5.5,32.0,22.0,88.0,0.29,0.14,0.43,0.29,0.43,0.3,0.09,0.39,0.3,0.39
Konstantinos Mavropanos,DF,28,26,2286,25.4,2,1,3,2,0,0,9,1,4.0,4.0,1.1,5.2,34.0,120.0,13.0,0.08,0.04,0.12,0.08,0.12,0.16,0.05,0.2,0.16,0.2
Christian Mawissa,DF,2,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philipp Max,DF,10,8,694,7.7,0,1,1,0,0,0,1,0,0.7,0.7,1.6,2.3,14.0,34.0,52.0,0.0,0.13,0.13,0.0,0.13,0.09,0.21,0.3,0.09,0.3
Eric Maxim Choupo-Moting,FW,19,14,1112,12.4,10,2,12,10,0,1,0,0,6.1,5.3,1.9,7.3,11.0,43.0,77.0,0.81,0.16,0.97,0.81,0.97,0.49,0.16,0.65,0.43,0.59
Luís Maximiano,GK,1,1,5,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keke Maximilian Topp,FW,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
Fernand Mayembo,DF,11,8,707,7.9,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.16,0.15,0.16
Borja Mayoral,FW,35,33,2759,30.7,8,2,10,8,0,2,4,0,7.9,6.3,2.7,9.0,58.0,64.0,166.0,0.26,0.07,0.33,0.26,0.33,0.26,0.09,0.35,0.2,0.29
Ibrahim Maza,"MF,FW",2,0,71,0.8,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,2.0,0.0,1.0,1.27,0.0,1.27,1.27,1.27,1.03,0.0,1.03,1.03,1.03
Noussair Mazraoui,DF,19,11,1075,11.9,1,4,5,1,0,0,0,0,1.1,1.1,1.9,3.0,39.0,99.0,81.0,0.08,0.33,0.42,0.08,0.42,0.09,0.16,0.25,0.09,0.25
Pasquale Mazzocchi,DF,26,22,1867,20.7,2,3,5,2,0,0,2,0,1.3,1.3,2.6,3.9,69.0,56.0,98.0,0.1,0.14,0.24,0.1,0.24,0.06,0.12,0.19,0.06,0.19
Kevin Mbabu,"DF,FW",6,1,144,1.6,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,4.0,8.0,11.0,0.0,0.62,0.62,0.0,0.62,0.0,0.25,0.25,0.0,0.25
Noah Mbamba,MF,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kylian Mbappé,FW,33,31,2728,30.3,28,5,33,26,2,4,5,0,25.2,21.9,7.0,28.8,161.0,125.0,458.0,0.92,0.16,1.09,0.86,1.02,0.83,0.23,1.06,0.72,0.95
Mamadou Mbaye,DF,13,7,750,8.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Chancel Mbemba,DF,35,31,2759,30.7,5,0,5,5,0,0,2,0,3.0,3.0,0.5,3.4,44.0,164.0,48.0,0.16,0.0,0.16,0.16,0.16,0.1,0.02,0.11,0.1,0.11
Bryan Mbeumo,FW,38,36,2906,32.3,9,8,17,8,1,1,5,0,9.8,9.0,7.6,16.5,66.0,88.0,235.0,0.28,0.25,0.53,0.25,0.5,0.3,0.23,0.54,0.28,0.51
Jason Mbock,"MF,FW",2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1
Jean-Manuel Mbom,MF,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathanael Mbuku,"FW,MF",6,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
Nathanael Mbuku,"MF,FW",2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James McArthur,MF,4,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McCarthy,GK,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John McGinn,"MF,FW",34,30,2693,29.9,1,3,4,1,0,0,7,0,2.4,2.4,2.6,5.0,34.0,140.0,66.0,0.03,0.1,0.13,0.03,0.13,0.08,0.09,0.17,0.08,0.17
Scott McKenna,DF,20,19,1571,17.5,0,0,0,0,0,0,4,0,0.1,0.1,1.0,1.1,5.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Weston McKennie,MF,19,16,1437,16.0,0,1,1,0,0,0,7,0,0.8,0.8,0.7,1.4,14.0,82.0,33.0,0.0,0.06,0.06,0.0,0.06,0.05,0.04,0.09,0.05,0.09
Weston McKennie,"MF,DF",15,13,1052,11.7,1,1,2,1,0,0,0,0,0.9,0.9,0.7,1.6,19.0,39.0,54.0,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14
Dwight McNeil,"FW,MF",36,28,2498,27.8,7,3,10,7,0,0,5,0,3.5,3.5,6.1,9.6,76.0,69.0,128.0,0.25,0.11,0.36,0.25,0.36,0.13,0.22,0.35,0.13,0.35
Scott McTominay,MF,24,10,1160,12.9,1,0,1,1,0,0,8,0,1.9,1.9,0.6,2.5,20.0,33.0,19.0,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19
Gary Medel,"MF,DF",28,16,1417,15.7,0,1,1,0,0,0,5,0,0.1,0.1,0.3,0.4,1.0,52.0,5.0,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.02,0.0,0.02
Facundo Medina,DF,32,32,2779,30.9,2,4,6,2,0,0,7,0,2.6,2.6,1.8,4.3,81.0,238.0,30.0,0.06,0.13,0.19,0.06,0.19,0.08,0.06,0.14,0.08,0.14
Fernando Medrano,DF,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Mee,DF,37,37,3269,36.3,3,1,4,3,0,0,2,0,3.2,3.2,1.3,4.5,8.0,84.0,14.0,0.08,0.03,0.11,0.08,0.11,0.09,0.04,0.12,0.09,0.12
Bamo Meïté,DF,16,15,1419,15.8,1,0,1,1,0,0,5,0,0.7,0.7,0.1,0.8,10.0,29.0,1.0,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.05,0.05,0.05
Soualiho Meïté,MF,30,27,2276,25.3,0,1,1,0,0,0,5,0,0.5,0.5,0.7,1.1,25.0,80.0,22.0,0.0,0.04,0.04,0.0,0.04,0.02,0.03,0.04,0.02,0.04
Farid El Melali,"DF,FW",16,9,770,8.6,0,0,0,0,0,0,1,0,1.1,1.1,0.2,1.3,40.0,24.0,52.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.15,0.13,0.15
Gonzalo Melero,MF,26,23,1792,19.9,4,3,7,3,1,1,4,0,2.8,2.0,1.8,3.8,29.0,94.0,36.0,0.2,0.15,0.35,0.15,0.3,0.14,0.09,0.23,0.1,0.19
Birger Meling,DF,26,10,1197,13.3,0,1,1,0,0,0,2,1,0.0,0.0,0.9,0.9,37.0,90.0,74.0,0.0,0.08,0.08,0.0,0.08,0.0,0.07,0.07,0.0,0.07
Memphis,FW,2,2,114,1.3,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,2.0,7.0,19.0,0.79,0.0,0.79,0.79,0.79,0.68,0.11,0.79,0.68,0.79
Memphis,FW,8,3,270,3.0,4,0,4,4,0,0,1,0,3.0,3.0,0.5,3.5,4.0,8.0,22.0,1.33,0.0,1.33,1.33,1.33,1.0,0.16,1.16,1.0,1.16
Houboulang Mendes,DF,14,11,886,9.8,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,18.0,18.0,30.0,0.0,0.1,0.1,0.0,0.1,0.0,0.03,0.03,0.0,0.03
Nuno Mendes,DF,23,18,1548,17.2,1,6,7,1,0,0,2,0,1.0,1.0,2.8,3.9,51.0,77.0,195.0,0.06,0.35,0.41,0.06,0.41,0.06,0.17,0.23,0.06,0.23
Pedro Mendes,DF,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Mendes,"MF,DF",30,22,2018,22.4,1,1,2,1,0,0,3,0,0.7,0.7,0.6,1.4,10.0,168.0,20.0,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06
Brais Méndez,MF,33,27,2317,25.7,7,4,11,7,0,0,6,0,5.3,5.3,3.5,8.8,39.0,130.0,132.0,0.27,0.16,0.43,0.27,0.43,0.21,0.13,0.34,0.21,0.34
Diego Méndez,MF,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Mendy,DF,10,6,473,5.3,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,2.0,20.0,37.0,0.0,0.19,0.19,0.0,0.19,0.07,0.07,0.14,0.07,0.14
Arial Mendy,DF,5,1,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
Batista Mendy,"MF,DF",34,34,2799,31.1,0,0,0,0,0,0,8,1,0.9,0.9,1.2,2.1,27.0,193.0,49.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
Edouard Mendy,GK,10,9,855,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferland Mendy,DF,18,17,1351,15.0,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,23.0,56.0,73.0,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.06,0.02,0.06
Nampalys Mendy,MF,19,7,757,8.4,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.2,2.0,28.0,4.0,0.12,0.0,0.12,0.12,0.12,0.02,0.0,0.02,0.02,0.02
Gideon Mensah,DF,25,25,2172,24.1,0,0,0,0,0,0,5,0,0.1,0.1,1.5,1.6,53.0,110.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
Chris Mepham,DF,26,24,2199,24.4,0,0,0,0,0,0,7,0,0.7,0.7,0.2,0.9,2.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Jorge Meré,DF,9,5,511,5.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Alex Meret,GK,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Merino,MF,32,28,2464,27.4,2,9,11,2,0,1,5,1,4.2,3.4,5.4,8.8,30.0,169.0,104.0,0.07,0.33,0.4,0.07,0.4,0.15,0.2,0.35,0.12,0.32
Quentin Merlin,DF,23,21,1715,19.1,1,2,3,1,0,0,2,0,0.8,0.8,3.3,4.1,43.0,90.0,93.0,0.05,0.1,0.16,0.05,0.16,0.04,0.17,0.21,0.04,0.21
Yıldırım Mert Çetin,DF,1,1,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roque Mesa,MF,28,19,1527,17.0,2,1,3,2,0,0,11,1,1.4,1.4,1.0,2.4,28.0,113.0,23.0,0.12,0.06,0.18,0.12,0.18,0.08,0.06,0.14,0.08,0.14
Illan Meslier,GK,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lionel Messi,"FW,MF",31,31,2747,30.5,16,16,32,16,0,0,0,0,14.9,14.9,13.0,27.9,111.0,291.0,216.0,0.52,0.52,1.05,0.52,1.05,0.49,0.43,0.91,0.49,0.91
Junior Messias,"FW,DF",24,18,1415,15.7,5,2,7,5,0,0,3,0,2.2,2.2,0.8,3.0,44.0,52.0,124.0,0.32,0.13,0.45,0.32,0.45,0.14,0.05,0.19,0.14,0.19
Amine Messoussa,FW,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Meunier,DF,10,7,585,6.5,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.7,9.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
Alexander Meyer,GK,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sven Michel,"FW,MF",21,2,495,5.5,3,1,4,2,1,1,2,0,1.7,0.9,0.9,1.8,9.0,12.0,50.0,0.55,0.18,0.73,0.36,0.55,0.3,0.16,0.46,0.16,0.32
Alexander Mighten,FW,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommaso Milanese,MF,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0.63
Nikola Milenković,DF,27,23,2137,23.7,2,1,3,2,0,0,4,0,1.9,1.9,0.5,2.4,9.0,78.0,3.0,0.08,0.04,0.13,0.08,0.13,0.08,0.02,0.1,0.08,0.1
Lewis Miley,MF,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42
Arkadiusz Milik,FW,26,16,1509,16.8,7,1,8,7,0,1,3,1,6.4,5.6,1.7,7.3,10.0,32.0,78.0,0.42,0.06,0.48,0.42,0.48,0.38,0.1,0.49,0.34,0.44
Arkadiusz Milik,FW,2,2,129,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.27,0.1,0.27
Sergej Milinković-Savić,MF,35,33,2933,32.6,9,8,17,9,0,0,9,0,6.6,6.6,6.9,13.5,44.0,155.0,123.0,0.28,0.25,0.52,0.28,0.52,0.2,0.21,0.41,0.2,0.41
Vanja Milinković-Savić,GK,37,37,3330,37.0,0,0,0,0,0,0,4,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Éder Militão,DF,32,29,2613,29.0,5,0,5,5,0,0,4,0,2.4,2.4,0.6,2.9,28.0,93.0,16.0,0.17,0.0,0.17,0.17,0.17,0.08,0.02,0.1,0.08,0.1
Luka Milivojević,MF,18,5,512,5.7,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
Luis Milla,MF,26,22,1831,20.3,0,3,3,0,0,0,6,1,0.3,0.3,1.3,1.5,15.0,104.0,7.0,0.0,0.15,0.15,0.0,0.15,0.01,0.06,0.08,0.01,0.08
Pere Milla,"FW,MF",30,21,1836,20.4,6,1,7,3,3,3,7,0,5.3,3.0,1.2,4.2,23.0,65.0,82.0,0.29,0.05,0.34,0.15,0.2,0.26,0.06,0.32,0.14,0.2
Enzo Millot,MF,23,9,890,9.9,0,1,1,0,0,0,3,0,1.2,1.2,1.6,2.8,23.0,29.0,58.0,0.0,0.1,0.1,0.0,0.1,0.12,0.16,0.29,0.12,0.29
James Milner,"MF,DF",31,7,913,10.1,0,1,1,0,0,0,2,0,0.4,0.4,0.9,1.3,21.0,70.0,78.0,0.0,0.1,0.1,0.0,0.1,0.04,0.09,0.13,0.04,0.13
Marko Milovanović,FW,2,0,15,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
Kim Min-jae,DF,35,35,3050,33.9,2,2,4,2,0,0,5,0,1.0,1.0,1.9,2.9,42.0,169.0,8.0,0.06,0.06,0.12,0.06,0.12,0.03,0.06,0.09,0.03,0.09
Yerry Mina,DF,7,7,594,6.6,2,0,2,2,0,0,2,0,1.5,1.5,0.1,1.6,1.0,13.0,3.0,0.3,0.0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24
Takumi Minamino,"MF,FW",17,9,672,7.5,1,3,4,1,0,0,2,0,1.8,1.8,1.2,3.0,25.0,24.0,61.0,0.13,0.4,0.54,0.13,0.54,0.24,0.16,0.4,0.24,0.4
Tyrone Mings,DF,35,35,3150,35.0,1,2,3,1,0,0,7,0,1.2,1.2,1.4,2.6,20.0,111.0,7.0,0.03,0.06,0.09,0.03,0.09,0.03,0.04,0.07,0.03,0.07
Óscar Mingueza,DF,20,12,1218,13.5,0,0,0,0,0,0,2,0,0.4,0.4,1.4,1.8,23.0,69.0,39.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13
Rafa Mir,FW,25,15,1208,13.4,6,0,6,6,0,0,1,0,7.3,7.3,1.0,8.3,12.0,10.0,49.0,0.45,0.0,0.45,0.45,0.45,0.54,0.08,0.62,0.54,0.62
Aleksei Miranchuk,MF,28,23,1999,22.2,4,5,9,4,0,0,0,0,2.8,2.8,4.1,6.9,44.0,96.0,101.0,0.18,0.23,0.41,0.18,0.41,0.13,0.19,0.31,0.13,0.31
Juan Miranda,DF,20,15,1382,15.4,3,1,4,3,0,0,1,1,2.3,2.3,2.6,4.9,23.0,65.0,81.0,0.2,0.07,0.26,0.2,0.26,0.15,0.17,0.32,0.15,0.32
Fabio Miretti,"MF,FW",26,13,1174,13.0,0,2,2,0,0,0,2,0,2.4,2.4,1.3,3.8,31.0,53.0,79.0,0.0,0.15,0.15,0.0,0.15,0.19,0.1,0.29,0.19,0.29
Filippo Missori,DF,3,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrick Mitchell,DF,36,34,2891,32.1,0,2,2,0,0,0,5,1,0.6,0.6,1.2,1.8,23.0,106.0,90.0,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.05,0.02,0.05
Kaoru Mitoma,"FW,MF",33,24,2318,25.8,7,5,12,7,0,0,0,0,8.1,8.1,6.4,14.5,143.0,90.0,260.0,0.27,0.19,0.47,0.27,0.47,0.31,0.25,0.56,0.31,0.56
Aleksandar Mitrović,FW,24,23,2008,22.3,14,1,15,10,4,8,7,0,14.9,8.6,2.3,10.9,24.0,44.0,97.0,0.63,0.04,0.67,0.45,0.49,0.67,0.1,0.77,0.39,0.49
Stefan Mitrović,DF,21,17,1590,17.7,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Maximilian Mittelstädt,"DF,MF",17,7,849,9.4,0,0,0,0,0,0,5,0,0.3,0.3,0.8,1.1,29.0,37.0,29.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
Henrikh Mkhitaryan,MF,31,24,1986,22.1,3,2,5,3,0,0,4,0,2.8,2.8,2.1,4.9,48.0,133.0,74.0,0.14,0.09,0.23,0.14,0.23,0.13,0.1,0.22,0.13,0.22
Anthony Modeste,FW,19,7,813,9.0,2,1,3,2,0,0,4,0,4.3,4.3,1.1,5.4,3.0,8.0,36.0,0.22,0.11,0.33,0.22,0.33,0.48,0.12,0.6,0.48,0.6
Luka Modrić,MF,32,19,1727,19.2,4,3,7,3,1,1,7,0,4.2,3.4,4.5,8.0,49.0,178.0,87.0,0.21,0.16,0.36,0.16,0.31,0.22,0.24,0.46,0.18,0.42
Terem Moffi,FW,15,14,1238,13.8,5,3,8,5,0,0,2,0,7.4,7.4,2.6,9.9,21.0,19.0,70.0,0.36,0.22,0.58,0.36,0.58,0.54,0.19,0.72,0.54,0.72
